,사업자번호,,211-10-21870,298-04-00449,720-32-00051,261-81-02257,201-06-71129,,211-87-84329,120-87-43696,745-87-00012,211-86-76652,261-81-03770,,,,,,면적,54.4,195,81.2,81.2,74.5,107.2,81.7,108.3,73.9,99,50.49,58.1,44.4,,1109.39,,,고객번호,01-0312-1024,,,,,,검침일,,,,,면적,54.4,195,81.2,81.2,74.5,107.2,81.7,108.3,73.9,99,50.49,58.1,44.4,,1109.39,,,고객번호,,,,
,,B101,B102,101,102,201,202,301,302,401,402,501,502,503,,,,,전기계량,B101,B102,101,102,201,202,301,302,401,402,501,502,503,엘리베이터,건물전체,청구요금,TV,지침,사용량(청구),,,,,,홀수달3일,수도지침,사용량(톤),수도요금,,호수,B101,B102,101,102,201,202,301,302,401,402,501,502,503,,건물전체,청구요금,,지침,사용량(청구),,,
,,,바비스토리,롤리우드,제이랩,(주)디자인삼층,B&M커뮤니케이션,서울브레인,(주)세움아트,매스21,MKS,대한전기,테무,올고톡,,,,,매월11일,,바비스토리,롤리우드,제이랩,(주)디자인삼층,B&M커뮤니케이션,,(주)세움아트,매스21,MKS,대한전기,테무,번호2243,,,,,,,,,,,,수도요금납부조회,1599..3900,고객번호.029055972,,,,54.4,195,162.4,81.2,74.5,107.2,163.4,108.3,73.9,99,50.49,58.1,44.4,업장.가중,1272.29,,,,,,,
,VAT,,160000,230000,160000,180000,180000,,220000,230000,175000,173000,130000,,1968000,,,,,3559,8064,,,,,,,,,,,,,,,,,,,,,,,2017.5.1.,7755,167,346930,,상수계산,0.04019239152,0.1440719917,0.11998611,0.05999305499,0.05504288912,0.07920265388,0.1207249407,0.08001536768,0.05459959069,0.07314424192,0.03730356338,0.04292606521,0.03280408426,0.940006945,1353.49,,,,,1462638.323,141093.0323,1603731.355
,임대료총액,,1760000,2530000,1760000,1980000,1980000,0,2420000,2530000,1925000,1903000,1430000,,21648000,23371484,,,2016.11.11.,3430,,8470,,41864,,29408,,43933,,72044,,,2009,,,,,,,,,,,,,,,,3-4월,13943.94639,49982.89607,41626.78114,20813.39057,19096.02952,27477.77671,41883.10368,27759.73151,18942.236,25375.93185,12941.72524,14892.3398,11380.72095,346930,326116.6094,,,미납연체,2016.12.,,,"2,851,535"
,"전기요금총액(9,10월)",VAT포함,400000,392656,114116,61528,82734,,207687,95470,123407,106737,139149,,1723484,,,,,3562,8583,28896,,9782,,34085,,,,81365,,4978,,,,,,,,,,,,,,,,,,,,,,,,55827.05007,,,,,,,,,,,,2017.1.,,,"2,915,583"
,,,363636.3636,356960,103741.8182,55934.54545,75212.72727,0,188806.3636,86790.90909,112188.1818,97033.63636,126499.0909,,1566803.636,,,,2016.12.12.,4274,,9059,,43298,,30355,,45420,,73063,,,2330,,,,,,,,,,,,,,,,,,,201호:,6월1~22:,6568.896577,,,,,,,,,,,,,,,,,7370849.355
,VAT,,36363.63636,35696,10374.18182,5593.454545,7521.272727,0,18880.63636,8679.090909,11218.81818,9703.363636,12649.90909,,156680.3636,,,,,3572,9251,30876,,10393,,34085,,,,81832,,4978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12629150.65
,임대+전기 총액,,2160000,2922656,1874116,2041528,2062734,0,2627687,2625470,2048407,2009737,1569149,0,23371484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7953,198,419660,,상수계산,0.04019239152,0.1440719917,0.11998611,0.11998611,0.05504288912,0.07920265388,0.1207249407,0.08001536768,0.05459959069,0.07314424192,0.03730356338,0.04292606521,0.03280408426,1,,,,,,,,
,,,ㅇㅇ,ㅇㅇ,ㅇㅇ,ㅇㅇ,ㅇㅇ,,ㅇㅇ,ㅇㅇ,ㅇㅇ,ㅇㅇ,ㅇㅇ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-6월,16867.13903,60461.25202,50353.37092,50353.37092,23099.29885,33238.18573,50663.42862,33579.2492,22913.26423,30695.71257,15654.81341,18014.35253,13766.562,405893.438,,,,,,,,
,,,,,,,,,,501호,임대료8,1384000,138400,1522400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16530.40227,,67530.56764,,,,,,,,,,,,,,,
,,,,,,,,,,,관리비2,346000,34600,380600,,,2016,층별,9.13~10.11.,1442,,1501,,349,,576,,570,,650,,,274,5362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1730000,173000,1903000,,,,호별,9.26~10.11.(15),,,910,,,,,,,,155,,0,,,,,,,,,,,,,,,400700,,상수계산,0.04019239152,0.1440719917,0.11998611,0.11998611,0.05504288912,0.07920265388,0.1207249407,0.08001536768,0.05459959069,0.07314424192,0.03730356338,0.04292606521,0.03280408426,1,,,,,,,,
,,,,,,,,,,각 계산서,임대료,전기료,VAT,,,,,호별,9.13.~10.11.,0,1442,1163,338,143.0957622,205.9042378,0,576,243.6263736,326.3736264,277,373,0,274,5362,905170,2620,341632,6355,,,,,,,,,,,7-8월,16105.09128,57729.64706,48078.43427,48078.43427,22055.68567,31736.50341,48374.48374,32062.15783,21878.05599,29308.89774,14947.53785,17200.47433,13144.59656,400700,,,,,,,,
,,,,,,,다음달190만원,,,,,,,,,,,층별,10.11~10.24.(13),484,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64479.57502,,,,,,,,,,,,,,,
,2016년11월분,VAT별도,1600000,2300000,1600000,1800000,1800000,,2200000,2300000,1750000,1730000,1300000,,18380000,,,호별,10.11~10.24.,2,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VAT,,160000,230000,160000,180000,180000,,220000,230000,175000,173000,130000,,1838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339080,,상수계산,0.04480353157,0.1606008944,0.1337517193,0.06687585963,0.06135777761,0.08828931222,0.1345753136,0.08919526598,0.06086362101,0.08153583871,0.04158327774,,0.03656758827,1,1214.19,,,,,,,
,임대료총액,,1760000,2530000,1760000,1980000,1980000,0,2420000,2530000,1925000,1903000,1430000,,20218000,21275025.61,,1개월,9.13.~10.11.,0,243426.9191,196328.3681,57058.45953,24156.28331,34759.10833,0,97235.71802,41127.05793,55095.78802,46760.92689,62966.8799,0,46254.49086,905170,,,,,,,,,,,,,,,9-10월,15191.98149,54456.55128,45352.53296,22676.26648,20805.19523,29937.13999,45631.79733,30244.33079,20637.63661,27647.17219,14100.05782,0,12399.33783,339080,,,,,,,,
,전기요금총액,VAT포함,151093.3698,254481.2761,98382.74287,51928.23643,81177.15999,,106672.211,82225.81264,107656.906,64597.55626,58810.33609,,1057025.607,,,2개월,"9,10월",0,486853.8381,392656.7363,114116.9191,48312.56662,69518.21667,0,194471.436,82254.11586,110191.576,93521.85379,125933.7598,0,92508.98172,1810340,,,,,,,,,,,,,,,,,,,,,,60823.77882,,,,,,,,,,,,,,,
,,,137357.6089,231346.6146,89438.85715,47207.48767,73797.41817,0,96974.73727,74750.73877,97869.91452,58725.05115,53463.9419,,960932.3701,,,,,,감액40만,,,,,,,,,,,,elev.호당,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VAT,,13735.76089,23134.66146,8943.885715,4720.748767,7379.741817,0,9697.473727,7475.073877,9786.991452,5872.505115,5346.39419,,96093.23701,,,1개월,(elev.추가),,200000,196328.3681,57058.45953,30764.28331,41367.10833,,103843.718,47735.05793,61703.78802,53368.92689,69574.8799,,6607.784409,861744.5901,,,,,,,,,,,,,298790,,상수계산,0.04480353157,0.1606008944,0.1337517193,0.06687585963,0.06135777761,0.08828931222,0.1345753136,0.08919526598,0.06086362101,0.08153583871,0.04158327774,,0.03656758827,1,1214.19,,,,,,,
,임대+전기 총액,,1911093.37,2784481.276,1858382.743,2031928.236,2061177.16,0,2526672.211,2612225.813,2032656.906,1967597.556,1488810.336,0,21275025.61,,,2개월,,,400000,392656.7363,114116.9191,61528.56662,82734.21667,,207687.436,95470.11586,123407.576,106737.8538,139149.7598,,13215.56882,1723489.18,,,,,,,,,,,,,,,11-12월,13386.8472,47985.94124,39963.6762,19981.8381,18333.09037,26379.9636,40209.75795,26650.65352,18185.44132,24362.09325,12424.66756,0,10926.0297,298790,,,,,,,,
,수도료(3개월),,122082.9477,101673.1831,101673.1831,46641.94669,67114.31792,,67802.99096,46266.30685,61980.57345,31610.09246,36374.45775,,683220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53596.60514,,,,,,,,,,,,,,,
,임대+전기+수도 총액,,2033176.318,2886154.459,1960055.926,2078570.183,2128291.478,0,2594475.202,2658492.119,2094637.479,1999207.649,1525184.794,,21958245.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ㅇㅇㅇ,"ㅇㅇㅇ
",ㅇㅇㅇ,ooo,ㅇㅇㅇ,,ㅇㅇㅇ,ㅇㅇㅇ,ㅇㅇㅇ,ㅇㅇㅇ,ㅇㅇㅇ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258000,,상수계산,0.04275754741,0.1532669439,0.1276438548,0.06382192739,0.0585558324,0.08425751991,0.1284298391,0.08512210267,0.0580842418,0.07781244842,0.03968434869,0.04566568943,0.03489770414,1,1272.29,,,,,,,
,,,,,,,,,,501호,임대료8,1384000,138400,1522400,,,2016,층별,10.12~11.11,1042,0,629,0,757,0,635,0,1120,0,695,0,0,329,5207,,,,,,,,,,,,,,,,11031.44723,39542.87152,32932.11453,16466.05727,15107.40476,21738.44014,33134.89849,21961.50249,14985.73438,20075.61169,10238.56196,11781.74787,9003.607668,258000,,,,,,,,
,,,,,,,,,,,관리비2,346000,34600,380600,,,,호별,,5,966,1627,629,285,472,0,635,478.7044534,641.2955466,366,329,0,329,6763,,,,,,,,,,,,,,,,,,,,,,44166.34572,,,,9023.817323,5890.873936,,,,,,,,,,
,,,,,,,,,,,,1730000,173000,1903000,,,,,,,,,,,,,,,,,,,,,1055310,2500,7352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3층250+B1.100,,각 계산서,임대료,전기료/수도료,VAT,,,,,,,782.0567795,151093.3698,254481.2761,98382.74287,44577.23643,73826.15999,0,99321.211,74874.81264,100305.906,57246.55626,51459.33609,0,51459.33609,1057810,1057810,,348984,7352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"17.2월부터350만
",,"다음달 238.일할
",,,,,,,,,,,151093.3698,254481.2761,98382.74287,51928.23643,81177.15999,,106672.211,82225.81264,107656.906,64597.55626,58810.33609,,7351.333728,1057025.607,elev.호당,,,,,,,,,,,,288000,,상수계산,0.04885496183,0.1751234845,0.1458464302,0.07292321509,0.06690615177,0.09627301302,0.1467444993,,0.06636731028,0.08890884598,,0.05217781769,0.03987427032,1,1113.5,,,,,,,
,2016년12월분,VAT별도,1600000,2300000,1600000,1800000,1900000,,2200000,2300000,1750000,1730000,1300000,,18480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-5월,14070.22901,50435.56354,42003.77189,21001.88595,19268.97171,27726.62775,42262.41581,0,19113.78536,25605.74764,0,15027.2115,11483.78985,288000,,,,,,,,
,VAT,,160000,230000,160000,180000,190000,,220000,230000,175000,173000,130000,,1848000,,,,2016.12.12.,4274,,9059,,43298,,30355,,45420,,73063,,,2330,,,,,,,,,,,,,,,,,,,,,,,56332.64481,,,,,,,,,,,,,,,
,임대료총액,,1760000,2530000,1760000,1980000,2090000,0,2420000,2530000,1925000,1903000,1430000,,20328000,21702481.39,,,,3572,9251,30876,,10393,,34085,,,,81832,,4978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,전기요금총액,1623.913043,108477.3913,321534.7826,97110,106668.087,141095.0435,,161231.5652,110657.3341,145712.5355,83283.73913,97087,0,1374481.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,98615.81028,292304.3478,88281.81818,96970.98814,128268.2213,0,146574.1502,100597.5764,132465.9414,75712.49012,88260.90909,,1249528.538,,,층별,11.12.~12.12.,844,0,589,0,1434,0,947,0,1487,0,1019,0,0,321,6641,,,,,,,,,,,,,288000,,상수계산,0.04885496183,0.1751234845,0.1458464302,0.07292321509,0.06690615177,0.09627301302,0.1467444993,,0.06636731028,0.08890884598,,0.05217781769,0.03987427032,1,1113.5,,,,,,,
,VAT,,9861.581028,29230.43478,8828.181818,9697.098814,12826.82213,0,14657.41502,10059.75764,13246.59414,7571.249012,8826.090909,,124952.8538,,,호별,,10,668,1980,598,611,823,0,947,635.5656449,851.4343551,467,552,0,321,8464,162.3913043,,,,,,,,,,,,,,"6,7,월",14070.22901,50435.56354,42003.77189,21001.88595,19268.97171,27726.62775,42262.41581,0,19113.78536,25605.74764,0,15027.2115,11483.78985,288000,,,,,,,,
,임대+전기 총액,1623.913043,1868477.391,2851534.783,1857110,2086668.087,2231095.043,0,2581231.565,2640657.334,2070712.535,1986283.739,1527087,,21702481.39,,,,,,,,,,,,,,,,,,,,1371980,2500,8977,,,,,,,,,,,,,,,,,,,56332.64481,,,,,,,,,,,,,,,
,,,ㅇㅇ,oo,ㅇㅇ,"oo
","ㅇㅇ
",,ㅇㅇ,ㅇㅇ.12/31로..,"ㅇㅇ
",ㅇㅇ,o,,,,,,,1623.913043,108477.3913,321534.7826,97110,99221.08696,133648.0435,0,153784.5652,103210.3341,138265.5355,75836.73913,89640,0,52127.6087,,1374480,,357961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,237.2258065,,,,,,,,,"부과액
",1623.913043,108477.3913,321534.7826,97110,106668.087,141095.0435,,161231.5652,110657.3341,145712.5355,83283.73913,97087,0,7446.801242,1374481.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017년1월분,,1600000,2300000,1600000,1800000,1900000,3500000,2200000,2372258,1750000,1730000,1300000,,22052258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320500,,상수계산,0.0467357967,0.03844886843,0.139520099,0.06976004948,0.06400398629,0.09209701114,0.1403792129,,0.06348851794,0.08505227708,0.01777732021,0.04991451817,0.0381446576,0.8453223149,1163.99,,,,,,,
,VAT,,160000,230000,160000,180000,190000,350000,220000,237225.8,175000,173000,130000,,2205225.8,,2017,,2017.1.12.,5204,,9598,,45312,,32370,,47536,,74296,,,2768,,,,,,,,,,,,,,,,"8,9,월",17715.46752,14574.26059,52885.88098,26442.94049,24261.07225,34909.89188,53211.53295,0,24065.68106,32239.54567,6738.593562,18920.37983,14458.94775,320424.1945,,,,,,,,
,임대료총액,,1760000,2530000,1760000,1980000,2090000,3850000,2420000,2609483.8,1925000,1903000,1430000,,24257483.8,,,,,3686,9966,32880,,11235,,253,,,,82402,,4978,,,,,,,,,,,,,,,,,,,,,,,,70927.00047,,,,,,,,,,,,,,,
,전기요금총액,18219.51913,114271.5454,320279.9678,86143.165,143318.729,196059.4423,178958.6655,160579.3261,153293.0343,202386.8119,99847.59564,114710.8876,,,,,,,,,,,*1만추가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16563.19921,103883.2231,291163.6071,78311.96818,130289.7536,178235.8566,162689.6959,145981.2055,139357.304,183988.0108,90770.54149,104282.6251,,,,,층별,12.12~2017.1.12,930,,539,,2014,,2015,,2116,,1233,,,438,9285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VAT,1656.319921,10388.32231,29116.36071,7831.196818,13028.97536,17823.58566,16268.96959,14598.12055,13935.7304,18398.80108,9077.054149,10428.26251,,,,,호별,,114,715,2004,539,842,1172,1065,950,904.4094853,1211.590515,570,663,0,438,11188,159.8203432,,,,,,,,,,,,255500,,상수계산,0.0467357967,0.03844886843,0.139520099,0.06976004948,0.06400398629,0.09209701114,0.1403792129,,0.06348851794,0.08505227708,0.01777732021,0.04991451817,0.0381446576,0.8453223149,1163.99,,,,,,,
,임대+전기 총액,,1874271.545,2850279.968,1846143.165,2123318.729,2286059.442,4047178.185,2580579.326,2762776.834,2127386.812,2002847.596,1544710.888,,,,,,,,,,,,,,,,,,,,"
",,1785570,2500,12918,,,,,,,,,,,,"10,11월",14122.62699,11618.48231,42160.19529,21080.09764,19340.72998,27829.8826,42419.8024,0,19184.96571,25701.10427,5371.952122,15083.17331,11526.55585,255439.5685,,,,,,,,
,"수도료(2개월 12,1)",,78411.69625,65302.86908,65302.86908,29957.28908,43106.32737,,43548.64976,29716.02232,39809.01502,20302.59766,23362.66437,,,,,,,18219.51913,114271.5454,320279.9678,86143.165,134568.729,187309.4423,170208.6655,151829.3261,144543.0343,193636.8119,91097.59564,105960.8876,0,70001.31033,,1788070,,370879,,,,,,,,,,,,,,,,,,,56542.42939,,,,,,,,,,,,,,,
,임대+전기+수도 총액,,1952683.242,2915582.837,1911446.034,2153276.018,2329165.77,4047178.185,2624127.976,2792492.857,2167195.827,2023150.193,1568073.552,,,,,,부과액,18219.51913,114271.5454,320279.9678,86143.165,143318.729,196059.4423,178958.6655,160579.3261,153293.0343,202386.8119,99847.59564,114710.8876,,8750.163792,1788068.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,o,o,o,o,"o
",o,o,o,o,"o
","o
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"2017.2.10.
",6499,,10038,,47302,,35120,,49380,,75891,,,2993,,,,,,,,,,,,,,230500,,상수계산,0.0467357967,0.1675272124,0.139520099,0.06976004948,0.06400398629,0.09209701114,0.1403792129,,0.06348851794,0.08505227708,0.04337666131,0.04991451817,0.0381446576,1,1163.99,,,,,,,
,2017년2월분,,1600000,2300000,1600000,1800000,1900000,3500000,2200000,2380000,1750000,1730000,1300000,,22060000,,,,,3961,10721,34842,,11975,,1767,,,,83064,,4988,,,,,,,,,,,,,,,,,"12월,1월",10772.60114,38615.02247,32159.38281,16079.69141,14752.91884,21228.36107,32357.40857,0,14634.10339,19604.54987,9998.320432,11505.29644,8792.343577,230500,,,,,,,,
,VAT,,160000,230000,160000,180000,190000,350000,220000,238000,175000,173000,130000,,2206000,,,"층별
",,1295,,440,,1990,,2750,,1844,,1595,,,225,10139,,,,,,,,,,,,,,,,,,,,,,43130.00971,,,,,,,,,,,,,,,
,임대료총액,,1760000,2530000,1760000,1980000,2090000,3850000,2420000,2618000,1925000,1903000,1430000,,24266000,,,호별,,275,755,1962,440,740,1250,1514,1236,788.1526894,1055.847311,662,923,10,225,11836,177.4036837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,전기요금총액,,133939.7812,348066.0274,78057.62082,136268.7259,226744.6046,322365,224260.953,144811.1904,192301.2023,122431.2386,168733.6,,2097979.944,,,,,,,,,,,,,,,,,,,,2097250,2500,15888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,121763.4374,316423.6612,70961.47347,123880.6599,206131.4587,293059.0909,203873.5937,131646.5367,174819.2748,111301.126,153394.1818,,1907254.495,,,,,48786.01301,133939.7812,348066.0274,78057.62082,131278.7259,221754.6046,268589.1771,219270.953,139821.1904,187311.2023,117441.2386,163743.6,1774.036837,39915.82883,,2099750,,386767,,,,,,,,,,193090,,상수계산,0.04541697626,0.162799823,0.1355830321,0.06779151604,,0.08949815911,0.136417903,0.09041651709,0.06169695857,0.08265221783,0.0421526311,0.04850599855,0.03706826739,1,1197.79,,,,,,,
,VAT,,12176.34374,31642.36612,7096.147347,12388.06599,20613.14587,29305.90909,20387.35937,13164.65367,17481.92748,11130.1126,15339.41818,,190725.4495,,,,부과액,48786.01301,133939.7812,348066.0274,78057.62082,136268.7259,226744.6046,273579.1771,224260.953,144811.1904,192301.2023,122431.2386,168733.6,1774,4989.478603,2097980.134,,,,,,,,,,,,,,,"2,3월",8769.563947,31435.01782,26179.72767,13089.86383,0,17281.19954,26340.93288,17458.52528,11913.06573,15959.31674,8139.251538,9366.02326,7157.511751,193090,,,,,,,,
,임대+전기 총액,,1893939.781,2878066.027,1838057.621,2116268.726,2316744.605,4172365,2644260.953,2762811.19,2117301.202,2025431.239,1598733.6,,26363979.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35110.49683,,,,,,,,,,,,,,,
,임대료+전기료,,1721763.437,2616423.661,1670961.473,1923880.66,2106131.459,3793059.091,2403873.594,2511646.537,1924819.275,1841301.126,1453394.182,,,,,,2017.3.10.,7968,,10497,,48803,,37236,,50948,,77044,,,3143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부가세합계,,172176.3437,261642.3661,167096.1473,192388.066,210613.1459,379305.9091,240387.3594,251164.6537,192481.9275,184130.1126,145339.4182,,,,,,,4186,11558,36534,,12500,,2992,,,,83493,,4988,,,,,,,,,,,,,,,,,,54.4,195,81.2,81.2,74.5,107.2,81.7,108.3,73.9,99,50.49,58.1,44.4,업장.가중,1034.89,,,,,,,
,,,o,o,o,x,o,o,o,o,o,o,o,,,,,층별,,1469,,459,,1501,,2116,,1568,,1153,,,150,8416,,,,,,,,,,,,,,,,PNL,디아삽,늘봄약국,제이랩,,B&M,SBNC,아티스,매스21,라이언,다와,베이스,올고톡,,,,,,,,,
,,,,랍스터바,,,,,,,,,,,,,,호별,,225,837,1692,459,525,976,1225,891,670.1862348,897.8137652,429,724,0,150,9701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017년3월분,,1600000,1038709.677,1600000,1800000,1900000,3500000,2200000,2380000,1750000,1730000,1300000,,,,,,,,,,,,,,,,,,,,,,,,12467,,,,,,,,,,214840,,상수계산,0.0525659732,0.188425823,0.07846244528,0.07846244528,,0.1035858884,0.07894558842,0.1046488033,0.0714085555,0.09566234093,0.04878779387,0.0561412324,0.04290311048,1,,,,,,,,
,VAT,,160000,103870.9677,160000,180000,190000,350000,220000,238000,175000,173000,130000,,,,,,2017.3.17.저녁,,롤리우드,36894,사용 360,(x177.4),63864,,,,,,,,,,1610830,,399234,,,,,,,,,,,,"4,5월",11293.27368,40481.40382,16856.87174,16856.87174,0,22254.39225,16960.67022,22482.74889,15341.41406,20552.09732,10481.56964,12061.38237,9217.304255,214840,,,,,,,,
,임대료총액,,1760000,1142580.645,1760000,1980000,2090000,3850000,2420000,2618000,1925000,1903000,1430000,,,,,,,,,(일할),927.8709677,177.4,164604.3097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28253.9439,,,,,,,,,,,,,,,
,전기요금총액,,138982.0338,126881.9677,76215.95403,90288.11081,165175.6822,243882.3537,151061.6166,114395.9701,152193.0276,74347.51912,123331.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
